,IdM,NombreM,DescripcionM,EstadoM
9211,M00009212,Lenguaje y Comunicación,Quis saepe ex suscipit dolores suscipit.,Activo
9212,M00009213,Educación Fisica,Ratione saepe aliquid maiores in ipsam consectetur.,Inactivo
9213,M00009214,Pensamiento Matemáico,Exercitationem quis quam fuga quod inventore.,Activo
9214,M00009215,Artes,Cum quisquam sit.,Inactivo
9215,M00009216,Lenguaje y Comunicación,Voluptatem modi hic nesciunt ad.,Inactivo
9216,M00009217,Exploración y Comprensión del mundo natural y social,Molestias quae iure provident unde sit consequuntur.,Inactivo
9217,M00009218,Educación SocioEmocional,Voluptatum maxime natus nisi quo hic beatae.,Activo
9218,M00009219,Lenguaje y Comunicación,Autem mollitia cupiditate eaque.,Activo
9219,M00009220,Educación SocioEmocional,Soluta consequuntur odit explicabo neque maxime consequuntur.,Activo
9220,M00009221,Educación SocioEmocional,Hic consequatur velit animi maiores provident placeat.,Inactivo
9221,M00009222,Educación Fisica,Deleniti sapiente eligendi excepturi ipsa nulla tempore.,Activo
9222,M00009223,Artes,Tenetur iste incidunt dolore fuga.,Inactivo
9223,M00009224,Educación SocioEmocional,Quos repellat dolor iure quos sint dolores.,Activo
9224,M00009225,Artes,Voluptas vel rerum cupiditate eum.,Inactivo
9225,M00009226,Lenguaje y Comunicación,Corrupti voluptas dolores sit enim totam.,Inactivo
9226,M00009227,Educación Fisica,Minima autem eos autem labore.,Inactivo
9227,M00009228,Educación SocioEmocional,Qui minima nobis fugiat.,Inactivo
9228,M00009229,Pensamiento Matemáico,Nisi illum vel quaerat.,Activo
9229,M00009230,Exploración y Comprensión del mundo natural y social,Mollitia dicta tenetur quidem.,Activo
9230,M00009231,Educación SocioEmocional,Ullam aut quaerat.,Activo
9231,M00009232,Artes,Inventore nisi molestiae sed rerum aliquam tempore.,Inactivo
9232,M00009233,Artes,Vero ipsum eaque ratione.,Activo
9233,M00009234,Artes,Molestias tempore unde asperiores sapiente praesentium exercitationem iusto.,Activo
9234,M00009235,Educación SocioEmocional,Eum voluptatibus nobis qui explicabo consequuntur ratione a.,Inactivo
9235,M00009236,Pensamiento Matemáico,Occaecati rerum doloribus a harum tenetur ex.,Activo
9236,M00009237,Educación SocioEmocional,Voluptatum cumque ipsam vero consequuntur soluta.,Inactivo
9237,M00009238,Artes,Quibusdam beatae consectetur dicta voluptates nam.,Activo
9238,M00009239,Lenguaje y Comunicación,Illo eius delectus.,Inactivo
9239,M00009240,Lenguaje y Comunicación,Mollitia neque laborum beatae excepturi.,Activo
9240,M00009241,Educación Fisica,Explicabo dolor iure ab minus.,Inactivo
9241,M00009242,Lenguaje y Comunicación,Perspiciatis possimus nulla accusantium id illum quia.,Inactivo
9242,M00009243,Pensamiento Matemáico,Eius unde laborum.,Inactivo
9243,M00009244,Lenguaje y Comunicación,Odit dolorem sapiente aut soluta cupiditate.,Inactivo
9244,M00009245,Educación SocioEmocional,Maxime natus quam dignissimos aut delectus quo.,Inactivo
9245,M00009246,Pensamiento Matemáico,Iusto cupiditate voluptas nesciunt.,Inactivo
9246,M00009247,Educación Fisica,Repudiandae odit quibusdam tenetur.,Activo
9247,M00009248,Pensamiento Matemáico,Atque similique tenetur facilis consectetur.,Activo
9248,M00009249,Lenguaje y Comunicación,Aperiam ea praesentium ratione harum iure corrupti.,Activo
9249,M00009250,Educación SocioEmocional,Totam ea voluptatum autem.,Activo
9250,M00009251,Lenguaje y Comunicación,Repellendus nostrum culpa ab distinctio modi magni blanditiis.,Activo
9251,M00009252,Exploración y Comprensión del mundo natural y social,Dolore unde eaque ducimus velit rem est.,Activo
9252,M00009253,Exploración y Comprensión del mundo natural y social,Dignissimos sunt placeat laudantium quas incidunt.,Inactivo
9253,M00009254,Educación Fisica,Repellendus sit ut cupiditate amet eaque.,Activo
9254,M00009255,Exploración y Comprensión del mundo natural y social,Iusto natus at necessitatibus architecto voluptatibus molestiae.,Activo
9255,M00009256,Artes,Nobis corporis expedita voluptas beatae error quae.,Activo
9256,M00009257,Pensamiento Matemáico,Eligendi nobis molestias est pariatur.,Inactivo
9257,M00009258,Lenguaje y Comunicación,Vitae ducimus expedita eius unde.,Activo
9258,M00009259,Educación Fisica,Illum nam iusto architecto.,Activo
9259,M00009260,Lenguaje y Comunicación,Tenetur dolorem harum iste repellat.,Activo
9260,M00009261,Artes,Animi molestias cumque itaque.,Inactivo
9261,M00009262,Pensamiento Matemáico,Neque sint voluptates ipsum.,Activo
9262,M00009263,Exploración y Comprensión del mundo natural y social,Earum repellendus est magnam.,Inactivo
9263,M00009264,Educación Fisica,Quo suscipit debitis temporibus porro architecto facere odit.,Activo
9264,M00009265,Lenguaje y Comunicación,Labore atque quos ratione ipsum soluta necessitatibus.,Inactivo
9265,M00009266,Lenguaje y Comunicación,Delectus nemo iure illum reprehenderit voluptates ex.,Inactivo
9266,M00009267,Lenguaje y Comunicación,Tempora occaecati aperiam ipsa eligendi quidem aut fugiat.,Activo
9267,M00009268,Educación Fisica,Repudiandae perferendis qui facere magnam facere modi.,Inactivo
9268,M00009269,Educación SocioEmocional,Soluta adipisci eos quia facilis perspiciatis praesentium.,Activo
9269,M00009270,Exploración y Comprensión del mundo natural y social,Modi animi voluptatem aperiam praesentium.,Activo
9270,M00009271,Educación Fisica,Repellendus architecto nam necessitatibus quasi et.,Activo
9271,M00009272,Exploración y Comprensión del mundo natural y social,Omnis ab doloremque corrupti.,Activo
9272,M00009273,Educación Fisica,Unde aliquid quos excepturi recusandae quisquam aliquid inventore.,Inactivo
9273,M00009274,Educación SocioEmocional,Esse est suscipit culpa reiciendis libero veritatis.,Activo
9274,M00009275,Lenguaje y Comunicación,Debitis pariatur exercitationem aliquid repudiandae.,Activo
9275,M00009276,Educación Fisica,Dolorum harum laborum officia quos tenetur perferendis.,Activo
9276,M00009277,Artes,Adipisci aliquid provident fugiat.,Activo
9277,M00009278,Exploración y Comprensión del mundo natural y social,Praesentium minima error et.,Inactivo
9278,M00009279,Artes,Quibusdam sunt consectetur aliquid.,Activo
9279,M00009280,Exploración y Comprensión del mundo natural y social,Ducimus repudiandae debitis itaque mollitia voluptatum.,Inactivo
9280,M00009281,Artes,Ipsam nesciunt ad eum minima sunt doloribus.,Activo
9281,M00009282,Artes,Suscipit tenetur perspiciatis accusamus.,Activo
9282,M00009283,Exploración y Comprensión del mundo natural y social,Facilis consectetur reiciendis delectus ad aliquid possimus.,Activo
9283,M00009284,Pensamiento Matemáico,Quibusdam recusandae eveniet mollitia praesentium possimus voluptate.,Activo
9284,M00009285,Educación Fisica,Quisquam neque fugiat facere eius error iure.,Inactivo
9285,M00009286,Educación Fisica,Modi ipsum aperiam.,Inactivo
9286,M00009287,Educación SocioEmocional,Debitis tempora necessitatibus animi ullam.,Inactivo
9287,M00009288,Lenguaje y Comunicación,Ex nobis maxime.,Inactivo
9288,M00009289,Educación SocioEmocional,Suscipit sint quisquam pariatur laboriosam harum quo.,Inactivo
9289,M00009290,Artes,In autem ea numquam quae repellat.,Activo
9290,M00009291,Exploración y Comprensión del mundo natural y social,Expedita excepturi fuga voluptas sed quam.,Activo
9291,M00009292,Educación Fisica,Praesentium sint odit pariatur dolor quo natus.,Activo
9292,M00009293,Exploración y Comprensión del mundo natural y social,Numquam tempora iure quidem.,Inactivo
9293,M00009294,Artes,Atque assumenda laborum quibusdam repellat veritatis.,Inactivo
9294,M00009295,Educación Fisica,Iure veritatis vel iusto natus quae odio.,Activo
9295,M00009296,Artes,Commodi aperiam odio.,Activo
9296,M00009297,Exploración y Comprensión del mundo natural y social,Alias distinctio repellendus natus quidem et blanditiis.,Activo
9297,M00009298,Pensamiento Matemáico,Expedita ullam excepturi consequatur quisquam inventore.,Inactivo
9298,M00009299,Educación Fisica,Deleniti illo pariatur accusantium ullam perspiciatis enim tempora.,Activo
9299,M00009300,Lenguaje y Comunicación,Alias nihil temporibus libero veniam.,Inactivo
9300,M00009301,Educación Fisica,Dolorum tenetur nam ad nobis.,Activo
9301,M00009302,Artes,Hic possimus deleniti dicta accusantium.,Inactivo
9302,M00009303,Artes,Molestias excepturi nobis illum.,Activo
9303,M00009304,Pensamiento Matemáico,Ipsum quis voluptates facilis.,Inactivo
9304,M00009305,Exploración y Comprensión del mundo natural y social,Dolorum iusto architecto voluptas minima eveniet nemo.,Inactivo
9305,M00009306,Lenguaje y Comunicación,Qui necessitatibus quos odit.,Inactivo
9306,M00009307,Educación SocioEmocional,Tempore praesentium ullam voluptatem qui.,Activo
9307,M00009308,Lenguaje y Comunicación,Sunt officia et labore.,Activo
9308,M00009309,Artes,Magnam beatae fugiat recusandae necessitatibus molestiae harum beatae.,Activo
9309,M00009310,Exploración y Comprensión del mundo natural y social,Architecto enim quasi quis hic iure.,Activo
9310,M00009311,Lenguaje y Comunicación,Ad temporibus eum illum quidem quis sapiente minus.,Inactivo
9311,M00009312,Exploración y Comprensión del mundo natural y social,Iusto quasi occaecati sed eveniet mollitia odio.,Inactivo
9312,M00009313,Lenguaje y Comunicación,Tempore cumque perspiciatis asperiores.,Activo
9313,M00009314,Artes,Aperiam possimus odit eos quasi aperiam.,Inactivo
9314,M00009315,Exploración y Comprensión del mundo natural y social,Corporis nisi aspernatur perspiciatis maxime iure.,Activo
9315,M00009316,Educación SocioEmocional,Accusamus consequatur voluptate distinctio.,Inactivo
9316,M00009317,Educación SocioEmocional,Perferendis nobis modi nulla distinctio.,Activo
9317,M00009318,Artes,Quidem dolorem modi repellat.,Activo
9318,M00009319,Educación Fisica,Labore libero rerum cumque at fuga tempora nihil.,Activo
9319,M00009320,Artes,Pariatur aliquam ducimus nemo quidem harum fugiat.,Inactivo
9320,M00009321,Educación Fisica,Assumenda earum sequi occaecati optio.,Inactivo
9321,M00009322,Pensamiento Matemáico,Et pariatur est assumenda eius.,Inactivo
9322,M00009323,Educación Fisica,Dolorum molestiae temporibus quae cum.,Activo
9323,M00009324,Educación Fisica,Quas maxime voluptas.,Inactivo
9324,M00009325,Educación SocioEmocional,Praesentium provident nesciunt fugit optio perferendis accusamus labore.,Activo
9325,M00009326,Educación SocioEmocional,Corporis ab totam iusto tenetur recusandae necessitatibus.,Activo
9326,M00009327,Exploración y Comprensión del mundo natural y social,Adipisci dolores dignissimos illum magni.,Activo
9327,M00009328,Educación SocioEmocional,Quisquam voluptates blanditiis possimus doloribus soluta occaecati.,Inactivo
9328,M00009329,Educación Fisica,Fuga dolor labore facilis.,Activo
9329,M00009330,Educación SocioEmocional,Deserunt ratione at itaque velit eius.,Activo
9330,M00009331,Educación SocioEmocional,Quo pariatur amet distinctio.,Inactivo
9331,M00009332,Exploración y Comprensión del mundo natural y social,Aliquid reprehenderit inventore aut.,Activo
9332,M00009333,Educación SocioEmocional,Autem ipsum ullam iusto qui.,Activo
9333,M00009334,Artes,Dolorem dolorem accusamus.,Activo
9334,M00009335,Exploración y Comprensión del mundo natural y social,Alias praesentium placeat fuga.,Inactivo
9335,M00009336,Lenguaje y Comunicación,Eius provident qui earum.,Activo
9336,M00009337,Educación SocioEmocional,Beatae officia maiores culpa a occaecati itaque.,Inactivo
9337,M00009338,Pensamiento Matemáico,Quisquam architecto et optio impedit at enim.,Inactivo
9338,M00009339,Pensamiento Matemáico,Rem ratione quidem accusamus non animi.,Inactivo
9339,M00009340,Pensamiento Matemáico,Voluptates ipsum rem quo.,Inactivo
9340,M00009341,Educación SocioEmocional,Ab fugiat voluptate iusto dignissimos nam sequi.,Inactivo
9341,M00009342,Artes,Distinctio minus ipsa natus quas tenetur.,Inactivo
9342,M00009343,Lenguaje y Comunicación,Perspiciatis architecto adipisci expedita perferendis qui voluptatum praesentium.,Activo
9343,M00009344,Exploración y Comprensión del mundo natural y social,Corrupti qui quo aut molestiae doloribus animi.,Inactivo
9344,M00009345,Exploración y Comprensión del mundo natural y social,Ipsum totam ipsa eveniet aperiam.,Inactivo
9345,M00009346,Lenguaje y Comunicación,Quas vel illo impedit soluta.,Activo
9346,M00009347,Pensamiento Matemáico,Vero quis expedita.,Activo
9347,M00009348,Educación SocioEmocional,Voluptas cupiditate velit nobis saepe non exercitationem.,Inactivo
9348,M00009349,Educación Fisica,Ipsam exercitationem aliquam ratione vitae.,Inactivo
9349,M00009350,Educación Fisica,Tempora neque harum accusantium ratione facilis nam.,Inactivo
9350,M00009351,Artes,Fuga exercitationem officia eos.,Activo
9351,M00009352,Artes,A corporis dicta.,Activo
9352,M00009353,Artes,Eum aperiam cupiditate ipsa voluptas odio.,Activo
9353,M00009354,Artes,Iste optio praesentium vitae quia distinctio.,Activo
9354,M00009355,Lenguaje y Comunicación,Iure saepe inventore blanditiis dolore ipsa.,Activo
9355,M00009356,Educación Fisica,Cupiditate impedit asperiores illum tempore nostrum quod rem.,Inactivo
9356,M00009357,Artes,Minus quidem soluta id reprehenderit ut.,Activo
9357,M00009358,Artes,Saepe vel laborum reprehenderit saepe voluptatibus molestias.,Activo
9358,M00009359,Exploración y Comprensión del mundo natural y social,Dolore porro beatae quos ducimus sint odio.,Activo
9359,M00009360,Educación SocioEmocional,Nisi adipisci aliquam cum.,Inactivo
9360,M00009361,Artes,Officia iste quisquam maiores exercitationem omnis impedit.,Inactivo
9361,M00009362,Educación Fisica,Blanditiis maiores facilis nam animi ipsum recusandae exercitationem.,Activo
9362,M00009363,Artes,Illum dolores nostrum quibusdam laborum provident odit.,Activo
9363,M00009364,Pensamiento Matemáico,Dignissimos voluptatem commodi velit.,Activo
9364,M00009365,Pensamiento Matemáico,Quae voluptate doloribus.,Inactivo
9365,M00009366,Exploración y Comprensión del mundo natural y social,Vero molestias repudiandae consectetur perferendis omnis cumque.,Activo
9366,M00009367,Educación SocioEmocional,Nobis nesciunt unde ipsum.,Activo
9367,M00009368,Lenguaje y Comunicación,Tempora ea aperiam eos.,Activo
9368,M00009369,Pensamiento Matemáico,Culpa quia quod voluptatem veritatis.,Inactivo
9369,M00009370,Exploración y Comprensión del mundo natural y social,Nesciunt ratione quidem minus sint doloremque fuga.,Inactivo
9370,M00009371,Educación Fisica,Repellat modi nostrum.,Inactivo
9371,M00009372,Lenguaje y Comunicación,Non ipsa ipsa officia.,Activo
9372,M00009373,Artes,Quidem officia error provident perspiciatis quo.,Inactivo
9373,M00009374,Lenguaje y Comunicación,Sequi facilis autem.,Inactivo
9374,M00009375,Educación Fisica,Libero unde cumque harum.,Activo
9375,M00009376,Educación Fisica,Eos maiores inventore sed voluptatem recusandae laboriosam fuga.,Inactivo
9376,M00009377,Lenguaje y Comunicación,Illum nihil quibusdam sit nam.,Activo
9377,M00009378,Educación Fisica,Itaque nostrum nesciunt ad similique aliquid.,Inactivo
9378,M00009379,Educación Fisica,Impedit veritatis reiciendis accusantium nesciunt excepturi eaque aliquam.,Inactivo
9379,M00009380,Educación Fisica,Sint error provident recusandae voluptates soluta.,Inactivo
9380,M00009381,Exploración y Comprensión del mundo natural y social,Quia ex cumque possimus ex atque.,Activo
9381,M00009382,Educación SocioEmocional,Quod expedita hic aperiam impedit doloremque nihil.,Activo
9382,M00009383,Artes,Nihil reiciendis laboriosam ratione quas sapiente eligendi.,Activo
9383,M00009384,Educación SocioEmocional,Architecto voluptatum eveniet.,Inactivo
9384,M00009385,Lenguaje y Comunicación,Aliquid ex ratione ullam.,Inactivo
9385,M00009386,Educación SocioEmocional,Sequi quos perferendis incidunt.,Inactivo
9386,M00009387,Educación SocioEmocional,Sed assumenda quo beatae.,Activo
9387,M00009388,Pensamiento Matemáico,Sapiente tempora reprehenderit veniam quaerat aliquid.,Activo
9388,M00009389,Educación Fisica,Deleniti molestias sed quas quod.,Activo
9389,M00009390,Exploración y Comprensión del mundo natural y social,Culpa voluptates minima atque iure nihil tempore.,Inactivo
9390,M00009391,Educación Fisica,Asperiores omnis et id iste nulla.,Inactivo
9391,M00009392,Exploración y Comprensión del mundo natural y social,Delectus excepturi tempore id.,Activo
9392,M00009393,Pensamiento Matemáico,Assumenda suscipit dolores aspernatur.,Activo
9393,M00009394,Educación SocioEmocional,Beatae est dolorum veniam reprehenderit saepe quam neque.,Activo
9394,M00009395,Artes,Tempore eaque harum odit vel debitis.,Inactivo
9395,M00009396,Educación SocioEmocional,Quo dolore a esse quidem.,Inactivo
9396,M00009397,Lenguaje y Comunicación,Laboriosam delectus voluptas a dignissimos.,Inactivo
9397,M00009398,Educación SocioEmocional,Ab assumenda veniam illum.,Inactivo
9398,M00009399,Educación Fisica,Pariatur beatae eaque eaque ut laudantium.,Inactivo
9399,M00009400,Exploración y Comprensión del mundo natural y social,Corrupti amet nobis fuga hic enim.,Activo
9400,M00009401,Educación Fisica,Saepe mollitia architecto distinctio iste cum natus.,Inactivo
9401,M00009402,Artes,Nihil praesentium inventore quas.,Activo
9402,M00009403,Exploración y Comprensión del mundo natural y social,Quod corporis est consequatur sit corporis suscipit consectetur.,Inactivo
9403,M00009404,Educación SocioEmocional,Quia magni reiciendis.,Inactivo
9404,M00009405,Pensamiento Matemáico,Nobis numquam omnis enim quibusdam nam libero in.,Activo
9405,M00009406,Lenguaje y Comunicación,Aliquid numquam et dignissimos optio quasi.,Activo
9406,M00009407,Exploración y Comprensión del mundo natural y social,Aliquid exercitationem vel optio non.,Inactivo
9407,M00009408,Educación SocioEmocional,Officia odio necessitatibus quae.,Inactivo
9408,M00009409,Lenguaje y Comunicación,Ab ratione occaecati tenetur amet quia.,Activo
9409,M00009410,Educación Fisica,Nulla neque vero natus ipsam.,Activo
9410,M00009411,Artes,Odio culpa sit ex sapiente delectus ea.,Activo
9411,M00009412,Exploración y Comprensión del mundo natural y social,Et placeat similique.,Inactivo
9412,M00009413,Educación Fisica,Minima dolorem quas quod impedit consequatur ducimus.,Activo
9413,M00009414,Exploración y Comprensión del mundo natural y social,Reprehenderit deleniti ducimus officia facilis voluptatum.,Inactivo
9414,M00009415,Educación Fisica,Cumque omnis recusandae deleniti quam quisquam.,Inactivo
9415,M00009416,Pensamiento Matemáico,Voluptates quod odit animi sit cumque iure praesentium.,Activo
9416,M00009417,Exploración y Comprensión del mundo natural y social,Nobis alias rem quibusdam labore occaecati delectus ratione.,Inactivo
9417,M00009418,Pensamiento Matemáico,Rerum nihil voluptate ullam.,Inactivo
9418,M00009419,Educación Fisica,Ex nostrum harum ut neque mollitia.,Activo
9419,M00009420,Exploración y Comprensión del mundo natural y social,Repellat suscipit quibusdam maxime.,Inactivo
9420,M00009421,Artes,Ullam hic molestias possimus.,Activo
9421,M00009422,Lenguaje y Comunicación,Quod perspiciatis vero nisi quam facilis neque.,Inactivo
9422,M00009423,Artes,Facere porro reprehenderit at sapiente at.,Activo
9423,M00009424,Lenguaje y Comunicación,Officiis deleniti incidunt reprehenderit harum.,Activo
9424,M00009425,Pensamiento Matemáico,Ex velit distinctio ut quia dicta tempore consectetur.,Inactivo
9425,M00009426,Lenguaje y Comunicación,Temporibus nostrum incidunt sunt.,Inactivo
9426,M00009427,Exploración y Comprensión del mundo natural y social,Quas in quis dolorum quos reiciendis nobis.,Inactivo
9427,M00009428,Exploración y Comprensión del mundo natural y social,Illo culpa odio repellendus.,Inactivo
9428,M00009429,Artes,Veritatis quod vel eveniet iusto.,Activo
9429,M00009430,Exploración y Comprensión del mundo natural y social,Consequatur ipsum saepe aut id repudiandae numquam sunt.,Activo
9430,M00009431,Lenguaje y Comunicación,Vitae necessitatibus nisi libero est beatae.,Inactivo
9431,M00009432,Educación Fisica,Aspernatur ipsam illum.,Inactivo
9432,M00009433,Exploración y Comprensión del mundo natural y social,Sapiente natus fugiat perspiciatis unde itaque impedit.,Activo
9433,M00009434,Educación Fisica,Voluptate excepturi accusantium illum error totam non.,Activo
9434,M00009435,Educación Fisica,Reprehenderit natus quos eligendi incidunt ullam.,Inactivo
9435,M00009436,Educación SocioEmocional,Quia ullam odio unde nemo debitis possimus.,Inactivo
9436,M00009437,Artes,Praesentium nam officiis.,Inactivo
9437,M00009438,Pensamiento Matemáico,Nihil quos architecto velit perferendis quod ad eveniet.,Inactivo
9438,M00009439,Educación SocioEmocional,Culpa nulla dolorum vel delectus molestiae eligendi debitis.,Inactivo
9439,M00009440,Pensamiento Matemáico,Soluta officia ut.,Activo
9440,M00009441,Educación SocioEmocional,Voluptates sunt ex perspiciatis.,Inactivo
9441,M00009442,Educación SocioEmocional,Molestiae veritatis fugiat tempora sequi.,Activo
9442,M00009443,Lenguaje y Comunicación,A aliquid ab numquam suscipit non ad.,Activo
9443,M00009444,Artes,Laborum voluptas beatae.,Inactivo
9444,M00009445,Pensamiento Matemáico,Quod id possimus quidem dolorum quisquam.,Inactivo
9445,M00009446,Educación SocioEmocional,Quo dignissimos totam illo laboriosam.,Activo
9446,M00009447,Educación Fisica,Rerum exercitationem quam nisi reiciendis porro.,Inactivo
9447,M00009448,Pensamiento Matemáico,Magni ratione neque ullam saepe in placeat.,Inactivo
9448,M00009449,Pensamiento Matemáico,Facilis excepturi maiores qui repellat.,Activo
9449,M00009450,Pensamiento Matemáico,Soluta ab culpa perspiciatis beatae eos ullam.,Inactivo
9450,M00009451,Exploración y Comprensión del mundo natural y social,Ullam dolore assumenda sapiente.,Activo
9451,M00009452,Pensamiento Matemáico,Veniam voluptatem in ex corrupti ab.,Activo
9452,M00009453,Pensamiento Matemáico,Saepe doloribus impedit earum impedit possimus.,Inactivo
9453,M00009454,Artes,Expedita aliquid eaque praesentium odit.,Inactivo
9454,M00009455,Educación Fisica,Numquam sapiente delectus ipsa fugiat.,Activo
9455,M00009456,Educación Fisica,Praesentium autem aliquam sapiente nostrum.,Inactivo
9456,M00009457,Artes,Ipsa animi cum quidem aspernatur dolores perferendis.,Activo
9457,M00009458,Exploración y Comprensión del mundo natural y social,Laboriosam illo nostrum libero omnis.,Inactivo
9458,M00009459,Exploración y Comprensión del mundo natural y social,Labore iste consequuntur aperiam.,Inactivo
9459,M00009460,Lenguaje y Comunicación,Excepturi illum molestias.,Activo
9460,M00009461,Lenguaje y Comunicación,Consectetur est molestiae.,Activo
9461,M00009462,Exploración y Comprensión del mundo natural y social,Amet deserunt similique.,Activo
9462,M00009463,Exploración y Comprensión del mundo natural y social,Necessitatibus non nemo quam natus.,Activo
9463,M00009464,Lenguaje y Comunicación,Inventore mollitia recusandae magni autem.,Inactivo
9464,M00009465,Educación SocioEmocional,Voluptatem praesentium magnam nemo amet error ut modi.,Inactivo
9465,M00009466,Artes,Quaerat facilis nam dolorum.,Inactivo
9466,M00009467,Pensamiento Matemáico,Totam aspernatur velit velit.,Activo
9467,M00009468,Educación Fisica,Similique ducimus corporis pariatur laboriosam enim.,Inactivo
9468,M00009469,Lenguaje y Comunicación,Perspiciatis minima laborum soluta beatae blanditiis eligendi.,Inactivo
9469,M00009470,Artes,Sunt odio deleniti aperiam eos.,Activo
9470,M00009471,Pensamiento Matemáico,Sit facere facere tenetur officiis totam doloremque.,Inactivo
9471,M00009472,Educación SocioEmocional,Deleniti suscipit ex veniam in consequatur.,Inactivo
9472,M00009473,Exploración y Comprensión del mundo natural y social,Iusto ea necessitatibus aperiam dolor esse pariatur.,Activo
9473,M00009474,Pensamiento Matemáico,Dolorum fuga qui dicta.,Inactivo
9474,M00009475,Lenguaje y Comunicación,Tempora odio vel magni numquam aliquam.,Activo
9475,M00009476,Educación SocioEmocional,Ullam fugit officiis ad quibusdam necessitatibus perspiciatis.,Activo
9476,M00009477,Pensamiento Matemáico,Laborum voluptate dignissimos laudantium.,Inactivo
9477,M00009478,Exploración y Comprensión del mundo natural y social,Impedit numquam dicta deserunt voluptatum nesciunt dolorum.,Inactivo
9478,M00009479,Pensamiento Matemáico,Sunt suscipit culpa occaecati blanditiis laboriosam numquam.,Activo
9479,M00009480,Exploración y Comprensión del mundo natural y social,Iure earum reiciendis occaecati dicta itaque.,Inactivo
9480,M00009481,Pensamiento Matemáico,Unde possimus est saepe.,Inactivo
9481,M00009482,Educación SocioEmocional,Nemo minima quia enim ab ex.,Inactivo
9482,M00009483,Pensamiento Matemáico,Ut recusandae quasi commodi recusandae perferendis eveniet.,Inactivo
9483,M00009484,Educación Fisica,Deserunt ea animi dolore neque.,Activo
9484,M00009485,Lenguaje y Comunicación,Laboriosam explicabo ratione corporis distinctio.,Activo
9485,M00009486,Lenguaje y Comunicación,Odio earum natus eos exercitationem commodi ad.,Inactivo
9486,M00009487,Artes,Iusto quas cupiditate saepe quae eaque ipsa dolores.,Inactivo
9487,M00009488,Pensamiento Matemáico,Veritatis doloribus laboriosam provident soluta.,Inactivo
9488,M00009489,Educación SocioEmocional,Delectus architecto veritatis recusandae dicta accusantium beatae.,Activo
9489,M00009490,Educación SocioEmocional,Veritatis esse non velit.,Activo
9490,M00009491,Educación SocioEmocional,Deserunt mollitia totam vitae voluptatum.,Inactivo
9491,M00009492,Pensamiento Matemáico,Mollitia debitis delectus nam at.,Inactivo
9492,M00009493,Artes,Magni minus laboriosam minima suscipit.,Activo
9493,M00009494,Educación Fisica,Minima asperiores deleniti occaecati voluptate nisi fugiat.,Activo
9494,M00009495,Educación Fisica,Eum nesciunt maiores magni.,Inactivo
9495,M00009496,Educación Fisica,Dolores ducimus ad perferendis.,Inactivo
9496,M00009497,Artes,Perferendis dolor eos quibusdam laboriosam nostrum reiciendis.,Activo
9497,M00009498,Exploración y Comprensión del mundo natural y social,Aut exercitationem nam reiciendis.,Inactivo
9498,M00009499,Exploración y Comprensión del mundo natural y social,Sit nostrum incidunt sed assumenda commodi.,Inactivo
9499,M00009500,Lenguaje y Comunicación,Quisquam aliquid quo neque quia velit totam.,Inactivo
9500,M00009501,Educación SocioEmocional,Labore voluptas quasi consequatur esse atque.,Inactivo
9501,M00009502,Educación SocioEmocional,Aspernatur incidunt magnam.,Inactivo
9502,M00009503,Educación Fisica,Neque modi dolorem numquam sapiente sed odit.,Activo
9503,M00009504,Educación SocioEmocional,Officia deserunt amet alias necessitatibus.,Inactivo
9504,M00009505,Pensamiento Matemáico,Similique ipsum quos iure.,Activo
9505,M00009506,Lenguaje y Comunicación,Cumque accusantium nulla voluptatum.,Inactivo
9506,M00009507,Lenguaje y Comunicación,Assumenda eaque expedita numquam iste ab perferendis.,Activo
9507,M00009508,Pensamiento Matemáico,Quis suscipit neque mollitia.,Activo
9508,M00009509,Pensamiento Matemáico,Minima impedit nam.,Inactivo
9509,M00009510,Educación SocioEmocional,Dolorum atque natus non tenetur.,Inactivo
9510,M00009511,Educación Fisica,Esse molestiae commodi id.,Inactivo
9511,M00009512,Lenguaje y Comunicación,Nemo facilis enim itaque id ex.,Activo
9512,M00009513,Artes,Voluptatum temporibus nihil.,Inactivo
9513,M00009514,Artes,A facilis labore neque voluptatum sint.,Inactivo
9514,M00009515,Exploración y Comprensión del mundo natural y social,Ipsam doloremque libero culpa.,Inactivo
9515,M00009516,Artes,Quas temporibus nihil ipsam repellat dolore soluta.,Activo
9516,M00009517,Lenguaje y Comunicación,Quos odit velit quia.,Inactivo
9517,M00009518,Pensamiento Matemáico,Harum nemo qui ab ipsa.,Activo
9518,M00009519,Artes,Atque enim reiciendis explicabo ratione aut.,Activo
9519,M00009520,Pensamiento Matemáico,Possimus impedit harum cumque tempore.,Activo
9520,M00009521,Educación SocioEmocional,Deleniti laudantium labore iure vitae rem.,Activo
9521,M00009522,Educación SocioEmocional,Voluptates reiciendis unde aspernatur quia.,Activo
9522,M00009523,Artes,Doloremque similique unde temporibus odio.,Inactivo
9523,M00009524,Pensamiento Matemáico,Similique voluptates blanditiis odit.,Inactivo
9524,M00009525,Exploración y Comprensión del mundo natural y social,Quisquam quibusdam magni provident dolore.,Activo
9525,M00009526,Educación Fisica,Amet ratione dolor eligendi commodi sunt.,Activo
9526,M00009527,Artes,Saepe rem temporibus consequatur.,Activo
9527,M00009528,Educación SocioEmocional,Error pariatur quis ullam exercitationem necessitatibus soluta.,Inactivo
