,IdAu,NumAu,EstadoAu
8546,Au00008547,Salon Interactivo,Disponible
8547,Au00008548,Salon Interactivo,Mantenimiento
8548,Au00008549,Salon Interactivo,Disponible
8549,Au00008550,Coliseo,Ocupado
8550,Au00008551,C-8537,Ocupado
8551,Au00008552,C-8005,Disponible
8552,Au00008553,A-422,Ocupado
8553,Au00008554,A-4831,Ocupado
8554,Au00008555,Salon Interactivo,Ocupado
8555,Au00008556,A-6539,Mantenimiento
8556,Au00008557,Patio,Disponible
8557,Au00008558,Salon Interactivo,Mantenimiento
8558,Au00008559,D-9867,Disponible
8559,Au00008560,Patio,Disponible
8560,Au00008561,A-9413,Mantenimiento
8561,Au00008562,Coliseo,Disponible
8562,Au00008563,Coliseo,Ocupado
8563,Au00008564,Patio,Mantenimiento
8564,Au00008565,D-1301,Mantenimiento
8565,Au00008566,C-3875,Mantenimiento
8566,Au00008567,D-674,Mantenimiento
8567,Au00008568,Coliseo,Mantenimiento
8568,Au00008569,Patio,Disponible
8569,Au00008570,Salon Interactivo,Ocupado
8570,Au00008571,B-3514,Disponible
8571,Au00008572,C-825,Ocupado
8572,Au00008573,C-6072,Mantenimiento
8573,Au00008574,Salon Interactivo,Mantenimiento
8574,Au00008575,A-4657,Mantenimiento
8575,Au00008576,Salon Interactivo,Mantenimiento
8576,Au00008577,D-7438,Ocupado
8577,Au00008578,A-5853,Mantenimiento
8578,Au00008579,Coliseo,Mantenimiento
8579,Au00008580,B-8405,Ocupado
8580,Au00008581,Salon Interactivo,Mantenimiento
8581,Au00008582,Salon Interactivo,Mantenimiento
8582,Au00008583,D-5502,Disponible
8583,Au00008584,C-8065,Mantenimiento
8584,Au00008585,A-2531,Mantenimiento
8585,Au00008586,C-9965,Mantenimiento
8586,Au00008587,Patio,Mantenimiento
8587,Au00008588,C-2297,Ocupado
8588,Au00008589,Salon Interactivo,Mantenimiento
8589,Au00008590,A-578,Mantenimiento
8590,Au00008591,Patio,Mantenimiento
8591,Au00008592,D-4622,Disponible
8592,Au00008593,Salon Interactivo,Mantenimiento
8593,Au00008594,C-7742,Mantenimiento
8594,Au00008595,B-8604,Disponible
8595,Au00008596,Coliseo,Disponible
8596,Au00008597,D-5173,Mantenimiento
8597,Au00008598,Coliseo,Ocupado
8598,Au00008599,B-4191,Mantenimiento
8599,Au00008600,Coliseo,Disponible
8600,Au00008601,A-9751,Mantenimiento
8601,Au00008602,Salon Interactivo,Mantenimiento
8602,Au00008603,A-6540,Ocupado
8603,Au00008604,C-6683,Mantenimiento
8604,Au00008605,C-7994,Mantenimiento
8605,Au00008606,C-4883,Ocupado
8606,Au00008607,Coliseo,Disponible
8607,Au00008608,D-7543,Ocupado
8608,Au00008609,Patio,Mantenimiento
8609,Au00008610,C-8150,Disponible
8610,Au00008611,A-1472,Mantenimiento
8611,Au00008612,A-7003,Mantenimiento
8612,Au00008613,A-8901,Disponible
8613,Au00008614,C-1737,Mantenimiento
8614,Au00008615,B-9528,Disponible
8615,Au00008616,B-777,Mantenimiento
8616,Au00008617,Patio,Ocupado
8617,Au00008618,A-4753,Mantenimiento
8618,Au00008619,Salon Interactivo,Mantenimiento
8619,Au00008620,B-2806,Mantenimiento
8620,Au00008621,Coliseo,Mantenimiento
8621,Au00008622,C-5255,Mantenimiento
8622,Au00008623,A-1235,Mantenimiento
8623,Au00008624,Coliseo,Disponible
8624,Au00008625,B-3602,Mantenimiento
8625,Au00008626,A-6329,Disponible
8626,Au00008627,B-8239,Ocupado
8627,Au00008628,Salon Interactivo,Disponible
8628,Au00008629,A-6754,Mantenimiento
8629,Au00008630,D-7405,Disponible
8630,Au00008631,B-9661,Disponible
8631,Au00008632,C-282,Ocupado
8632,Au00008633,Salon Interactivo,Mantenimiento
8633,Au00008634,Salon Interactivo,Disponible
8634,Au00008635,Coliseo,Disponible
8635,Au00008636,B-1017,Ocupado
8636,Au00008637,C-9318,Disponible
8637,Au00008638,B-5041,Mantenimiento
8638,Au00008639,D-7578,Mantenimiento
8639,Au00008640,A-7972,Mantenimiento
8640,Au00008641,D-1377,Mantenimiento
8641,Au00008642,Salon Interactivo,Ocupado
8642,Au00008643,C-414,Mantenimiento
8643,Au00008644,Coliseo,Disponible
8644,Au00008645,Coliseo,Mantenimiento
8645,Au00008646,B-6829,Disponible
8646,Au00008647,D-8587,Disponible
8647,Au00008648,B-9826,Mantenimiento
8648,Au00008649,B-5711,Ocupado
8649,Au00008650,Coliseo,Disponible
8650,Au00008651,A-3242,Mantenimiento
8651,Au00008652,B-8965,Ocupado
8652,Au00008653,B-7709,Disponible
8653,Au00008654,C-660,Disponible
8654,Au00008655,Coliseo,Ocupado
8655,Au00008656,A-5603,Mantenimiento
8656,Au00008657,A-8992,Mantenimiento
8657,Au00008658,Patio,Mantenimiento
8658,Au00008659,B-7815,Mantenimiento
8659,Au00008660,Patio,Ocupado
8660,Au00008661,A-2099,Ocupado
8661,Au00008662,B-4254,Mantenimiento
8662,Au00008663,A-6902,Ocupado
8663,Au00008664,D-1574,Disponible
8664,Au00008665,Coliseo,Mantenimiento
8665,Au00008666,Coliseo,Ocupado
8666,Au00008667,D-4932,Mantenimiento
8667,Au00008668,Salon Interactivo,Ocupado
8668,Au00008669,Coliseo,Ocupado
8669,Au00008670,B-9659,Disponible
8670,Au00008671,C-2659,Mantenimiento
8671,Au00008672,A-9413,Ocupado
8672,Au00008673,C-3272,Ocupado
8673,Au00008674,D-6192,Disponible
8674,Au00008675,Patio,Mantenimiento
8675,Au00008676,B-6181,Ocupado
8676,Au00008677,C-1064,Mantenimiento
8677,Au00008678,Patio,Disponible
8678,Au00008679,Coliseo,Mantenimiento
8679,Au00008680,Coliseo,Mantenimiento
8680,Au00008681,Coliseo,Ocupado
8681,Au00008682,B-6157,Mantenimiento
8682,Au00008683,Salon Interactivo,Mantenimiento
8683,Au00008684,Coliseo,Mantenimiento
8684,Au00008685,Patio,Ocupado
8685,Au00008686,D-674,Disponible
8686,Au00008687,C-6380,Ocupado
8687,Au00008688,B-8948,Mantenimiento
8688,Au00008689,Patio,Mantenimiento
8689,Au00008690,A-6670,Ocupado
8690,Au00008691,C-1197,Ocupado
8691,Au00008692,A-164,Ocupado
8692,Au00008693,Salon Interactivo,Mantenimiento
8693,Au00008694,D-6798,Mantenimiento
8694,Au00008695,Patio,Mantenimiento
8695,Au00008696,Salon Interactivo,Disponible
8696,Au00008697,A-3041,Mantenimiento
8697,Au00008698,Salon Interactivo,Disponible
8698,Au00008699,D-3023,Ocupado
8699,Au00008700,Patio,Ocupado
8700,Au00008701,C-8784,Ocupado
8701,Au00008702,D-9387,Disponible
8702,Au00008703,Salon Interactivo,Ocupado
8703,Au00008704,Patio,Ocupado
8704,Au00008705,Patio,Mantenimiento
8705,Au00008706,Salon Interactivo,Ocupado
8706,Au00008707,D-1250,Mantenimiento
8707,Au00008708,D-9044,Ocupado
8708,Au00008709,Patio,Disponible
8709,Au00008710,Patio,Disponible
8710,Au00008711,B-1583,Disponible
8711,Au00008712,A-7636,Ocupado
8712,Au00008713,Patio,Disponible
8713,Au00008714,A-8870,Ocupado
8714,Au00008715,Salon Interactivo,Disponible
8715,Au00008716,B-6760,Disponible
8716,Au00008717,Coliseo,Ocupado
8717,Au00008718,Salon Interactivo,Disponible
8718,Au00008719,D-6858,Ocupado
8719,Au00008720,Coliseo,Disponible
8720,Au00008721,Patio,Ocupado
8721,Au00008722,B-7676,Disponible
8722,Au00008723,A-3311,Disponible
8723,Au00008724,C-6337,Disponible
8724,Au00008725,Coliseo,Disponible
8725,Au00008726,A-2327,Disponible
8726,Au00008727,B-4303,Ocupado
8727,Au00008728,A-4546,Ocupado
8728,Au00008729,Salon Interactivo,Mantenimiento
8729,Au00008730,A-4533,Mantenimiento
8730,Au00008731,B-3154,Disponible
8731,Au00008732,Patio,Mantenimiento
8732,Au00008733,Salon Interactivo,Ocupado
8733,Au00008734,Coliseo,Mantenimiento
8734,Au00008735,Coliseo,Disponible
8735,Au00008736,A-8687,Ocupado
8736,Au00008737,A-9989,Ocupado
8737,Au00008738,B-232,Mantenimiento
8738,Au00008739,A-7664,Mantenimiento
8739,Au00008740,Coliseo,Ocupado
8740,Au00008741,Salon Interactivo,Mantenimiento
8741,Au00008742,C-1075,Disponible
8742,Au00008743,Coliseo,Mantenimiento
8743,Au00008744,Salon Interactivo,Ocupado
8744,Au00008745,D-3376,Disponible
8745,Au00008746,Coliseo,Ocupado
8746,Au00008747,C-3403,Disponible
8747,Au00008748,D-2616,Ocupado
8748,Au00008749,B-6440,Disponible
8749,Au00008750,C-7796,Ocupado
8750,Au00008751,C-8558,Mantenimiento
8751,Au00008752,C-2522,Ocupado
8752,Au00008753,C-2516,Ocupado
8753,Au00008754,C-6144,Mantenimiento
8754,Au00008755,Patio,Mantenimiento
8755,Au00008756,A-5000,Ocupado
8756,Au00008757,Salon Interactivo,Disponible
8757,Au00008758,B-8369,Ocupado
8758,Au00008759,Salon Interactivo,Disponible
8759,Au00008760,Coliseo,Mantenimiento
8760,Au00008761,C-175,Disponible
8761,Au00008762,D-9086,Ocupado
8762,Au00008763,B-6071,Ocupado
8763,Au00008764,D-4752,Disponible
8764,Au00008765,C-7753,Disponible
8765,Au00008766,Coliseo,Mantenimiento
8766,Au00008767,B-1946,Mantenimiento
8767,Au00008768,Coliseo,Ocupado
8768,Au00008769,Salon Interactivo,Mantenimiento
8769,Au00008770,Patio,Ocupado
8770,Au00008771,Coliseo,Ocupado
8771,Au00008772,C-2762,Disponible
8772,Au00008773,Coliseo,Disponible
8773,Au00008774,A-8143,Ocupado
8774,Au00008775,B-4958,Ocupado
8775,Au00008776,C-7808,Ocupado
8776,Au00008777,C-9138,Disponible
8777,Au00008778,Patio,Mantenimiento
8778,Au00008779,A-9943,Disponible
8779,Au00008780,A-8279,Disponible
8780,Au00008781,C-9599,Mantenimiento
8781,Au00008782,A-5003,Ocupado
8782,Au00008783,Patio,Ocupado
8783,Au00008784,B-8472,Mantenimiento
8784,Au00008785,D-6515,Ocupado
8785,Au00008786,C-1715,Ocupado
8786,Au00008787,Patio,Mantenimiento
8787,Au00008788,C-7845,Mantenimiento
8788,Au00008789,A-6995,Disponible
8789,Au00008790,Coliseo,Mantenimiento
8790,Au00008791,C-5182,Disponible
8791,Au00008792,D-8451,Disponible
8792,Au00008793,Salon Interactivo,Mantenimiento
8793,Au00008794,B-4318,Mantenimiento
8794,Au00008795,Salon Interactivo,Disponible
8795,Au00008796,Salon Interactivo,Mantenimiento
8796,Au00008797,A-656,Disponible
8797,Au00008798,Coliseo,Disponible
8798,Au00008799,Patio,Mantenimiento
8799,Au00008800,Coliseo,Ocupado
8800,Au00008801,B-4054,Mantenimiento
8801,Au00008802,B-4576,Ocupado
8802,Au00008803,C-5700,Ocupado
8803,Au00008804,C-661,Disponible
8804,Au00008805,B-7367,Ocupado
8805,Au00008806,B-8694,Mantenimiento
8806,Au00008807,A-326,Ocupado
8807,Au00008808,B-3175,Mantenimiento
8808,Au00008809,Salon Interactivo,Ocupado
8809,Au00008810,C-6806,Mantenimiento
8810,Au00008811,D-9367,Mantenimiento
8811,Au00008812,B-3515,Mantenimiento
8812,Au00008813,A-1693,Mantenimiento
8813,Au00008814,A-9480,Ocupado
8814,Au00008815,C-7670,Ocupado
8815,Au00008816,B-63,Mantenimiento
8816,Au00008817,Salon Interactivo,Disponible
8817,Au00008818,Coliseo,Disponible
8818,Au00008819,D-1155,Ocupado
8819,Au00008820,Coliseo,Mantenimiento
8820,Au00008821,C-7638,Ocupado
8821,Au00008822,D-1696,Mantenimiento
8822,Au00008823,B-2142,Ocupado
8823,Au00008824,Coliseo,Ocupado
8824,Au00008825,Salon Interactivo,Mantenimiento
8825,Au00008826,Patio,Disponible
8826,Au00008827,C-8601,Disponible
8827,Au00008828,Coliseo,Mantenimiento
8828,Au00008829,A-5079,Disponible
8829,Au00008830,A-5515,Disponible
8830,Au00008831,B-2174,Mantenimiento
8831,Au00008832,B-171,Ocupado
8832,Au00008833,Patio,Mantenimiento
8833,Au00008834,B-9689,Mantenimiento
8834,Au00008835,Patio,Disponible
8835,Au00008836,C-6410,Disponible
8836,Au00008837,Salon Interactivo,Mantenimiento
8837,Au00008838,C-607,Disponible
8838,Au00008839,C-7483,Disponible
8839,Au00008840,B-7633,Disponible
8840,Au00008841,C-1721,Disponible
8841,Au00008842,C-8802,Ocupado
8842,Au00008843,Coliseo,Disponible
8843,Au00008844,B-331,Disponible
8844,Au00008845,Salon Interactivo,Mantenimiento
8845,Au00008846,A-338,Disponible
8846,Au00008847,D-7223,Ocupado
8847,Au00008848,D-1248,Ocupado
8848,Au00008849,Salon Interactivo,Mantenimiento
8849,Au00008850,A-9882,Disponible
8850,Au00008851,B-2180,Mantenimiento
8851,Au00008852,D-7770,Ocupado
8852,Au00008853,Patio,Disponible
8853,Au00008854,A-1902,Mantenimiento
8854,Au00008855,A-3750,Mantenimiento
8855,Au00008856,Patio,Ocupado
8856,Au00008857,Coliseo,Disponible
8857,Au00008858,C-3333,Mantenimiento
8858,Au00008859,Salon Interactivo,Ocupado
8859,Au00008860,C-7912,Mantenimiento
8860,Au00008861,D-5799,Disponible
8861,Au00008862,B-7382,Disponible
8862,Au00008863,Patio,Disponible
8863,Au00008864,A-2910,Ocupado
8864,Au00008865,C-969,Mantenimiento
8865,Au00008866,Salon Interactivo,Ocupado
8866,Au00008867,Patio,Mantenimiento
8867,Au00008868,D-5027,Mantenimiento
8868,Au00008869,D-6287,Disponible
8869,Au00008870,Coliseo,Disponible
8870,Au00008871,Coliseo,Disponible
8871,Au00008872,C-9190,Ocupado
8872,Au00008873,B-9729,Mantenimiento
8873,Au00008874,Patio,Disponible
8874,Au00008875,D-8181,Mantenimiento
8875,Au00008876,Salon Interactivo,Disponible
8876,Au00008877,B-6098,Ocupado
8877,Au00008878,Salon Interactivo,Disponible
8878,Au00008879,Patio,Disponible
8879,Au00008880,Coliseo,Mantenimiento
8880,Au00008881,Coliseo,Ocupado
8881,Au00008882,Coliseo,Disponible
8882,Au00008883,A-1487,Disponible
8883,Au00008884,C-4904,Mantenimiento
8884,Au00008885,A-512,Disponible
8885,Au00008886,A-5198,Ocupado
8886,Au00008887,C-8150,Disponible
8887,Au00008888,B-8489,Disponible
8888,Au00008889,C-7235,Ocupado
8889,Au00008890,C-4798,Disponible
8890,Au00008891,C-6542,Ocupado
8891,Au00008892,Coliseo,Disponible
8892,Au00008893,A-538,Disponible
8893,Au00008894,D-8940,Ocupado
8894,Au00008895,A-7497,Disponible
8895,Au00008896,B-184,Ocupado
8896,Au00008897,Coliseo,Ocupado
8897,Au00008898,D-1917,Ocupado
8898,Au00008899,D-8403,Ocupado
8899,Au00008900,A-659,Ocupado
8900,Au00008901,B-7010,Ocupado
8901,Au00008902,Coliseo,Mantenimiento
8902,Au00008903,Patio,Disponible
8903,Au00008904,Coliseo,Mantenimiento
8904,Au00008905,B-2538,Mantenimiento
8905,Au00008906,Patio,Ocupado
8906,Au00008907,B-100,Mantenimiento
8907,Au00008908,A-1377,Mantenimiento
8908,Au00008909,Salon Interactivo,Disponible
8909,Au00008910,Patio,Mantenimiento
8910,Au00008911,Coliseo,Disponible
8911,Au00008912,C-9412,Mantenimiento
8912,Au00008913,Salon Interactivo,Disponible
8913,Au00008914,Salon Interactivo,Ocupado
8914,Au00008915,Patio,Ocupado
8915,Au00008916,A-4775,Disponible
8916,Au00008917,A-8984,Disponible
8917,Au00008918,A-5939,Mantenimiento
8918,Au00008919,D-718,Disponible
8919,Au00008920,Salon Interactivo,Mantenimiento
8920,Au00008921,Salon Interactivo,Ocupado
8921,Au00008922,A-3100,Ocupado
8922,Au00008923,A-4096,Ocupado
8923,Au00008924,C-2906,Disponible
8924,Au00008925,C-4596,Ocupado
8925,Au00008926,C-787,Disponible
8926,Au00008927,Coliseo,Ocupado
8927,Au00008928,D-658,Disponible
8928,Au00008929,B-4288,Ocupado
8929,Au00008930,D-162,Ocupado
8930,Au00008931,A-467,Mantenimiento
8931,Au00008932,Coliseo,Disponible
8932,Au00008933,B-3766,Disponible
8933,Au00008934,Salon Interactivo,Disponible
8934,Au00008935,Coliseo,Mantenimiento
8935,Au00008936,D-5873,Ocupado
8936,Au00008937,Patio,Ocupado
8937,Au00008938,B-4462,Disponible
8938,Au00008939,D-8341,Mantenimiento
8939,Au00008940,C-8579,Disponible
8940,Au00008941,B-2398,Ocupado
8941,Au00008942,Salon Interactivo,Mantenimiento
8942,Au00008943,C-7627,Disponible
8943,Au00008944,A-3336,Ocupado
8944,Au00008945,B-5252,Disponible
8945,Au00008946,D-7833,Disponible
8946,Au00008947,A-5427,Mantenimiento
8947,Au00008948,Salon Interactivo,Disponible
8948,Au00008949,B-4239,Ocupado
8949,Au00008950,Patio,Mantenimiento
8950,Au00008951,A-60,Ocupado
8951,Au00008952,A-2089,Mantenimiento
8952,Au00008953,Coliseo,Ocupado
8953,Au00008954,Coliseo,Disponible
8954,Au00008955,Salon Interactivo,Mantenimiento
8955,Au00008956,C-8379,Disponible
8956,Au00008957,Salon Interactivo,Mantenimiento
8957,Au00008958,Patio,Disponible
8958,Au00008959,D-7108,Mantenimiento
8959,Au00008960,D-5674,Ocupado
8960,Au00008961,Patio,Mantenimiento
8961,Au00008962,Patio,Disponible
8962,Au00008963,Patio,Ocupado
8963,Au00008964,C-6293,Ocupado
8964,Au00008965,Coliseo,Mantenimiento
8965,Au00008966,Coliseo,Ocupado
8966,Au00008967,Salon Interactivo,Disponible
8967,Au00008968,A-9482,Mantenimiento
8968,Au00008969,Patio,Mantenimiento
8969,Au00008970,D-876,Ocupado
8970,Au00008971,D-624,Mantenimiento
8971,Au00008972,A-6570,Disponible
8972,Au00008973,Patio,Ocupado
8973,Au00008974,D-2005,Mantenimiento
8974,Au00008975,B-4290,Mantenimiento
8975,Au00008976,B-7952,Disponible
8976,Au00008977,D-6676,Mantenimiento
8977,Au00008978,D-1446,Disponible
8978,Au00008979,B-2088,Mantenimiento
8979,Au00008980,Coliseo,Ocupado
8980,Au00008981,Patio,Mantenimiento
8981,Au00008982,B-5083,Disponible
8982,Au00008983,Patio,Ocupado
8983,Au00008984,D-8790,Ocupado
8984,Au00008985,Patio,Ocupado
8985,Au00008986,B-6018,Mantenimiento
8986,Au00008987,Coliseo,Ocupado
8987,Au00008988,A-7466,Ocupado
8988,Au00008989,B-8001,Ocupado
8989,Au00008990,B-8598,Mantenimiento
8990,Au00008991,Coliseo,Ocupado
8991,Au00008992,C-4999,Disponible
8992,Au00008993,Coliseo,Disponible
8993,Au00008994,D-8499,Mantenimiento
8994,Au00008995,C-507,Ocupado
8995,Au00008996,Coliseo,Mantenimiento
8996,Au00008997,Patio,Disponible
8997,Au00008998,C-2982,Disponible
8998,Au00008999,C-6256,Disponible
8999,Au00009000,D-5937,Mantenimiento
9000,Au00009001,B-2384,Mantenimiento
9001,Au00009002,A-2823,Mantenimiento
9002,Au00009003,A-4537,Ocupado
9003,Au00009004,B-6204,Ocupado
9004,Au00009005,A-8735,Disponible
9005,Au00009006,Patio,Ocupado
9006,Au00009007,D-5361,Disponible
9007,Au00009008,A-2791,Disponible
9008,Au00009009,A-4007,Ocupado
9009,Au00009010,C-7489,Ocupado
9010,Au00009011,C-6088,Mantenimiento
9011,Au00009012,Salon Interactivo,Disponible
9012,Au00009013,A-7757,Mantenimiento
9013,Au00009014,Coliseo,Disponible
9014,Au00009015,Coliseo,Disponible
9015,Au00009016,D-8594,Mantenimiento
9016,Au00009017,B-6564,Mantenimiento
9017,Au00009018,C-6361,Mantenimiento
9018,Au00009019,D-996,Ocupado
9019,Au00009020,D-3047,Mantenimiento
9020,Au00009021,Patio,Mantenimiento
9021,Au00009022,A-6477,Ocupado
9022,Au00009023,Coliseo,Disponible
9023,Au00009024,D-385,Ocupado
9024,Au00009025,A-809,Mantenimiento
9025,Au00009026,Patio,Ocupado
9026,Au00009027,Coliseo,Disponible
9027,Au00009028,Patio,Disponible
9028,Au00009029,C-6472,Mantenimiento
9029,Au00009030,B-3407,Ocupado
9030,Au00009031,Salon Interactivo,Disponible
9031,Au00009032,Patio,Mantenimiento
9032,Au00009033,B-69,Ocupado
9033,Au00009034,Patio,Disponible
9034,Au00009035,B-6473,Ocupado
9035,Au00009036,C-3349,Ocupado
9036,Au00009037,A-5681,Disponible
9037,Au00009038,B-4380,Ocupado
9038,Au00009039,Coliseo,Disponible
9039,Au00009040,C-5329,Disponible
9040,Au00009041,Patio,Ocupado
9041,Au00009042,Coliseo,Disponible
9042,Au00009043,Salon Interactivo,Disponible
9043,Au00009044,D-6526,Disponible
9044,Au00009045,Patio,Disponible
9045,Au00009046,C-1499,Mantenimiento
9046,Au00009047,Salon Interactivo,Ocupado
9047,Au00009048,B-4492,Ocupado
9048,Au00009049,C-8445,Disponible
9049,Au00009050,B-6627,Ocupado
9050,Au00009051,Patio,Disponible
9051,Au00009052,A-3754,Ocupado
9052,Au00009053,A-5380,Mantenimiento
9053,Au00009054,Coliseo,Mantenimiento
9054,Au00009055,Salon Interactivo,Ocupado
9055,Au00009056,Salon Interactivo,Disponible
9056,Au00009057,D-9535,Mantenimiento
9057,Au00009058,Salon Interactivo,Mantenimiento
9058,Au00009059,A-1371,Disponible
9059,Au00009060,A-6893,Mantenimiento
9060,Au00009061,Coliseo,Ocupado
9061,Au00009062,Patio,Ocupado
9062,Au00009063,D-6529,Ocupado
9063,Au00009064,Salon Interactivo,Ocupado
9064,Au00009065,C-2998,Ocupado
9065,Au00009066,Coliseo,Disponible
9066,Au00009067,B-2744,Mantenimiento
9067,Au00009068,Coliseo,Ocupado
9068,Au00009069,Coliseo,Ocupado
9069,Au00009070,B-9261,Ocupado
9070,Au00009071,Coliseo,Disponible
9071,Au00009072,B-8355,Disponible
9072,Au00009073,A-4783,Ocupado
9073,Au00009074,B-8329,Disponible
9074,Au00009075,Patio,Ocupado
9075,Au00009076,Salon Interactivo,Disponible
9076,Au00009077,Patio,Mantenimiento
9077,Au00009078,Salon Interactivo,Mantenimiento
9078,Au00009079,B-1809,Disponible
9079,Au00009080,D-3386,Disponible
9080,Au00009081,D-6962,Mantenimiento
9081,Au00009082,D-4643,Ocupado
9082,Au00009083,Patio,Ocupado
9083,Au00009084,C-6625,Ocupado
9084,Au00009085,Salon Interactivo,Mantenimiento
9085,Au00009086,B-1317,Disponible
9086,Au00009087,Coliseo,Ocupado
9087,Au00009088,A-1249,Mantenimiento
9088,Au00009089,D-6151,Mantenimiento
9089,Au00009090,C-2471,Disponible
9090,Au00009091,Patio,Mantenimiento
9091,Au00009092,Patio,Ocupado
9092,Au00009093,Salon Interactivo,Mantenimiento
9093,Au00009094,Patio,Disponible
9094,Au00009095,D-703,Mantenimiento
9095,Au00009096,Patio,Ocupado
9096,Au00009097,C-2020,Disponible
9097,Au00009098,Salon Interactivo,Ocupado
9098,Au00009099,Coliseo,Ocupado
9099,Au00009100,B-4561,Ocupado
9100,Au00009101,D-3089,Mantenimiento
9101,Au00009102,B-2495,Disponible
9102,Au00009103,Salon Interactivo,Disponible
9103,Au00009104,B-2103,Disponible
9104,Au00009105,B-4271,Ocupado
9105,Au00009106,C-9714,Disponible
9106,Au00009107,B-4214,Mantenimiento
9107,Au00009108,A-4628,Mantenimiento
9108,Au00009109,C-6671,Ocupado
9109,Au00009110,D-4610,Disponible
9110,Au00009111,C-3345,Mantenimiento
9111,Au00009112,Salon Interactivo,Disponible
9112,Au00009113,D-1581,Ocupado
9113,Au00009114,D-6354,Ocupado
9114,Au00009115,D-987,Disponible
9115,Au00009116,A-8479,Ocupado
9116,Au00009117,Coliseo,Mantenimiento
9117,Au00009118,C-7791,Disponible
9118,Au00009119,Salon Interactivo,Disponible
9119,Au00009120,B-7900,Disponible
9120,Au00009121,D-9256,Disponible
9121,Au00009122,Salon Interactivo,Mantenimiento
9122,Au00009123,B-6086,Ocupado
9123,Au00009124,Salon Interactivo,Ocupado
9124,Au00009125,Coliseo,Ocupado
9125,Au00009126,Patio,Ocupado
9126,Au00009127,B-9284,Mantenimiento
9127,Au00009128,Patio,Mantenimiento
9128,Au00009129,C-7231,Ocupado
9129,Au00009130,B-6305,Mantenimiento
9130,Au00009131,B-742,Mantenimiento
9131,Au00009132,B-2762,Ocupado
9132,Au00009133,Coliseo,Mantenimiento
9133,Au00009134,Coliseo,Mantenimiento
9134,Au00009135,Coliseo,Ocupado
9135,Au00009136,B-536,Disponible
9136,Au00009137,Patio,Disponible
9137,Au00009138,Salon Interactivo,Mantenimiento
9138,Au00009139,Coliseo,Disponible
9139,Au00009140,B-6156,Disponible
9140,Au00009141,Patio,Mantenimiento
9141,Au00009142,B-4207,Mantenimiento
9142,Au00009143,D-8380,Disponible
9143,Au00009144,Patio,Mantenimiento
9144,Au00009145,B-2179,Mantenimiento
9145,Au00009146,B-441,Disponible
9146,Au00009147,D-9309,Mantenimiento
9147,Au00009148,Salon Interactivo,Ocupado
9148,Au00009149,B-4050,Disponible
9149,Au00009150,Salon Interactivo,Mantenimiento
9150,Au00009151,C-9516,Mantenimiento
9151,Au00009152,Patio,Mantenimiento
9152,Au00009153,D-5010,Disponible
9153,Au00009154,Salon Interactivo,Disponible
9154,Au00009155,D-8430,Ocupado
9155,Au00009156,D-1291,Ocupado
9156,Au00009157,D-6817,Mantenimiento
9157,Au00009158,A-7572,Ocupado
9158,Au00009159,C-9963,Mantenimiento
9159,Au00009160,A-2909,Disponible
9160,Au00009161,A-942,Mantenimiento
9161,Au00009162,Salon Interactivo,Ocupado
9162,Au00009163,Coliseo,Mantenimiento
9163,Au00009164,B-9211,Disponible
9164,Au00009165,A-831,Ocupado
9165,Au00009166,Salon Interactivo,Mantenimiento
9166,Au00009167,Coliseo,Disponible
9167,Au00009168,A-6811,Ocupado
9168,Au00009169,B-5962,Disponible
9169,Au00009170,Patio,Disponible
9170,Au00009171,Salon Interactivo,Ocupado
9171,Au00009172,Patio,Ocupado
9172,Au00009173,Coliseo,Ocupado
9173,Au00009174,A-5379,Ocupado
9174,Au00009175,Salon Interactivo,Mantenimiento
9175,Au00009176,B-9761,Mantenimiento
9176,Au00009177,B-5436,Disponible
9177,Au00009178,Patio,Ocupado
9178,Au00009179,D-1352,Mantenimiento
9179,Au00009180,C-3057,Disponible
9180,Au00009181,A-8471,Ocupado
9181,Au00009182,Coliseo,Mantenimiento
9182,Au00009183,B-3465,Mantenimiento
9183,Au00009184,Patio,Disponible
9184,Au00009185,Patio,Disponible
9185,Au00009186,B-8173,Ocupado
9186,Au00009187,Coliseo,Disponible
9187,Au00009188,Patio,Disponible
9188,Au00009189,Patio,Disponible
9189,Au00009190,A-3641,Disponible
9190,Au00009191,B-3740,Mantenimiento
9191,Au00009192,C-447,Ocupado
9192,Au00009193,B-7417,Mantenimiento
9193,Au00009194,Coliseo,Ocupado
9194,Au00009195,A-970,Ocupado
9195,Au00009196,D-1177,Disponible
9196,Au00009197,Coliseo,Disponible
9197,Au00009198,Salon Interactivo,Disponible
9198,Au00009199,D-5763,Ocupado
9199,Au00009200,Salon Interactivo,Disponible
9200,Au00009201,A-8607,Mantenimiento
9201,Au00009202,C-6899,Mantenimiento
9202,Au00009203,C-6870,Mantenimiento
9203,Au00009204,Patio,Mantenimiento
9204,Au00009205,Patio,Disponible
9205,Au00009206,C-2384,Disponible
9206,Au00009207,Coliseo,Disponible
9207,Au00009208,Coliseo,Disponible
9208,Au00009209,Salon Interactivo,Mantenimiento
9209,Au00009210,Salon Interactivo,Disponible
9210,Au00009211,C-4666,Disponible
9211,Au00009212,A-2664,Ocupado
9212,Au00009213,Salon Interactivo,Mantenimiento
9213,Au00009214,Salon Interactivo,Mantenimiento
9214,Au00009215,Coliseo,Ocupado
9215,Au00009216,D-8111,Disponible
