,IdI,NombreI,TipoEduI,SostenimientoI,AreaI,RegimenI,ModalidadI,JornadaI,EstadoI
7301,I00007302,Unidad Educativa Enrique Ortiz VI,Popular Permanente,Fiscal,Urbano,Costa,Virtual,Matutina,Inactivo
7302,I00007303,Unidad Educativa Carmenza Guerrero V,Ordinaria,Fiscal,Urbano,Costa,Virtual,Matutina,Activo
7303,I00007304,Unidad Educativa Nury Mercado VI,Artistica,Municipal,Rural,Costa,Virtual,Matutina,Inactivo
7304,I00007305,Unidad Educativa Milena Ramos IV,Artistica,Municipal,Rural,Sierra,Presencial,Matutina,Activo
7305,I00007306,Unidad Educativa Aura Mendoza,Popular Permanente,Municipal,Urbano,Costa,Semipresencial,Vespertina,Inactivo
7306,I00007307,Unidad Educativa Xiomara Londoño III,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Vespertina,Inactivo
7307,I00007308,Unidad Educativa Doris Quintero II,Especial,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7308,I00007309,Unidad Educativa Martha Rosero,Especial,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Activo
7309,I00007310,Unidad Educativa María Hurtado VI,Ordinaria,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Activo
7310,I00007311,Unidad Educativa Mary Gómez III,Artistica,Municipal,Urbano,Costa,Presencial,Matutina,Activo
7311,I00007312,Unidad Educativa María Pineda II,Popular Permanente,Municipal,Rural,Costa,Virtual,Vespertina,Activo
7312,I00007313,Unidad Educativa Gladys Rojas V,Especial,Municipal,Rural,Costa,Presencial y SemiPresencial,Vespertina,Activo
7313,I00007314,Unidad Educativa Juan Palacios IV,Especial,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7314,I00007315,Unidad Educativa Juan Sarmiento IV,Ordinaria,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
7315,I00007316,Unidad Educativa Víctor Palacios I,Especial,Fiscal,Rural,Sierra,Presencial,Matutina,Activo
7316,I00007317,Unidad Educativa Daniel Chaparro VI,Popular Permanente,Fiscal,Urbano,Sierra,Virtual,Matutina,Inactivo
7317,I00007318,Unidad Educativa Estiven Rojas I,Artistica,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
7318,I00007319,Unidad Educativa Maritza Rangel,Especial,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Inactivo
7319,I00007320,Unidad Educativa Nubia Torres V,Artistica,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7320,I00007321,Unidad Educativa Janneth Caicedo IV,Ordinaria,Particular,Rural,Costa,Virtual,Vespertina,Inactivo
7321,I00007322,Unidad Educativa Johana Vega III,Ordinaria,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
7322,I00007323,Unidad Educativa Alex Córdoba,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Activo
7323,I00007324,Unidad Educativa Luisa Ramos II,Artistica,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Activo
7324,I00007325,Unidad Educativa Sonia Mosquera I,Artistica,Municipal,Rural,Sierra,Presencial,Matutina,Inactivo
7325,I00007326,Unidad Educativa María Castro V,Ordinaria,Fiscal,Urbano,Sierra,Semipresencial,Vespertina,Inactivo
7326,I00007327,Unidad Educativa Eduardo Castaño VI,Artistica,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Vespertina,Activo
7327,I00007328,Unidad Educativa Javier Rojas,Artistica,Municipal,Urbano,Sierra,Presencial,Matutina,Inactivo
7328,I00007329,Unidad Educativa Rocío Gómez III,Especial,Particular,Rural,Costa,Presencial,Vespertina,Inactivo
7329,I00007330,Unidad Educativa Alfonso Camacho VI,Popular Permanente,Fiscal,Rural,Sierra,Virtual,Matutina,Activo
7330,I00007331,Unidad Educativa Luz Valencia,Popular Permanente,Particular,Rural,Sierra,Presencial,Matutina,Inactivo
7331,I00007332,Unidad Educativa Jorge Montes I,Artistica,Fiscomisional,Urbano,Sierra,Semipresencial,Vespertina,Activo
7332,I00007333,Unidad Educativa Leidy Zapata,Popular Permanente,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7333,I00007334,Unidad Educativa Isabel Acevedo II,Ordinaria,Municipal,Urbano,Costa,Virtual,Matutina,Inactivo
7334,I00007335,Unidad Educativa Blanca Torres II,Popular Permanente,Fiscal,Urbano,Sierra,Presencial,Matutina,Inactivo
7335,I00007336,Unidad Educativa Diego Hernández II,Especial,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
7336,I00007337,Unidad Educativa Diego García VI,Popular Permanente,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Activo
7337,I00007338,Unidad Educativa Socorro Zambrano V,Especial,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7338,I00007339,Unidad Educativa Robinson Ortiz V,Especial,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7339,I00007340,Unidad Educativa Lucía Contreras V,Ordinaria,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7340,I00007341,Unidad Educativa Ana Tamayo V,Artistica,Particular,Urbano,Costa,Virtual,Matutina,Inactivo
7341,I00007342,Unidad Educativa Alberto Morales II,Especial,Fiscal,Urbano,Costa,Virtual,Matutina,Activo
7342,I00007343,Unidad Educativa Diana López,Ordinaria,Municipal,Rural,Costa,Virtual,Vespertina,Inactivo
7343,I00007344,Unidad Educativa Edgar Andrade V,Popular Permanente,Fiscal,Rural,Sierra,Semipresencial,Matutina,Inactivo
7344,I00007345,Unidad Educativa Elena López IV,Artistica,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
7345,I00007346,Unidad Educativa Dayana Muñoz III,Ordinaria,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7346,I00007347,Unidad Educativa José Giraldo VI,Especial,Fiscomisional,Urbano,Costa,Virtual,Vespertina,Inactivo
7347,I00007348,Unidad Educativa Erick Pineda IV,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Activo
7348,I00007349,Unidad Educativa Alfonso Montoya IV,Especial,Fiscal,Rural,Costa,Semipresencial,Matutina,Activo
7349,I00007350,Unidad Educativa Jhon Medina II,Popular Permanente,Particular,Urbano,Sierra,Virtual,Vespertina,Inactivo
7350,I00007351,Unidad Educativa César Pérez VI,Artistica,Fiscal,Rural,Costa,Presencial y SemiPresencial,Vespertina,Activo
7351,I00007352,Unidad Educativa Alexandra Moreno V,Especial,Municipal,Urbano,Sierra,Presencial,Matutina,Activo
7352,I00007353,Unidad Educativa José Castro,Artistica,Particular,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
7353,I00007354,Unidad Educativa Arturo Villamizar IV,Ordinaria,Particular,Urbano,Sierra,Virtual,Matutina,Inactivo
7354,I00007355,Unidad Educativa José López IV,Popular Permanente,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
7355,I00007356,Unidad Educativa Ángel Ortega III,Popular Permanente,Fiscal,Urbano,Costa,Presencial,Matutina,Inactivo
7356,I00007357,Unidad Educativa Fernanda Corredor VI,Especial,Municipal,Rural,Sierra,Presencial,Matutina,Inactivo
7357,I00007358,Unidad Educativa Yolanda Ocampo II,Artistica,Municipal,Rural,Sierra,Virtual,Matutina,Activo
7358,I00007359,Unidad Educativa Andrés Romero I,Especial,Fiscal,Rural,Sierra,Semipresencial,Matutina,Activo
7359,I00007360,Unidad Educativa Santiago Agudelo II,Especial,Fiscal,Rural,Sierra,Virtual,Matutina,Activo
7360,I00007361,Unidad Educativa María Barreto V,Especial,Municipal,Rural,Costa,Semipresencial,Matutina,Activo
7361,I00007362,Unidad Educativa José Espitia IV,Especial,Fiscal,Rural,Sierra,Presencial,Matutina,Activo
7362,I00007363,Unidad Educativa María Cardona,Artistica,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7363,I00007364,Unidad Educativa Mario Medina,Especial,Particular,Rural,Costa,Virtual,Matutina,Inactivo
7364,I00007365,Unidad Educativa Luz Roa II,Ordinaria,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7365,I00007366,Unidad Educativa Paola Arenas I,Ordinaria,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Inactivo
7366,I00007367,Unidad Educativa Carlos Molina II,Especial,Fiscal,Urbano,Costa,Virtual,Matutina,Activo
7367,I00007368,Unidad Educativa Luis Mejía III,Artistica,Fiscomisional,Rural,Costa,Presencial,Matutina,Inactivo
7368,I00007369,Unidad Educativa Dayana Ayala III,Especial,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7369,I00007370,Unidad Educativa Paola Vega III,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial,Vespertina,Inactivo
7370,I00007371,Unidad Educativa Gustavo Camacho II,Ordinaria,Municipal,Rural,Sierra,Semipresencial,Matutina,Inactivo
7371,I00007372,Unidad Educativa Rafael Sanabria I,Artistica,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7372,I00007373,Unidad Educativa Alcides Perdomo IV,Artistica,Particular,Rural,Sierra,Presencial,Matutina,Inactivo
7373,I00007374,Unidad Educativa Oswaldo González VI,Popular Permanente,Municipal,Rural,Costa,Virtual,Matutina,Activo
7374,I00007375,Unidad Educativa Anderson Ruiz IV,Ordinaria,Fiscomisional,Rural,Sierra,Presencial,Matutina,Inactivo
7375,I00007376,Unidad Educativa Javier Molina VI,Artistica,Fiscomisional,Rural,Costa,Presencial,Matutina,Inactivo
7376,I00007377,Unidad Educativa Adriana Flórez,Popular Permanente,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7377,I00007378,Unidad Educativa Amparo García,Artistica,Fiscomisional,Urbano,Costa,Virtual,Matutina,Inactivo
7378,I00007379,Unidad Educativa Patricia Morales IV,Especial,Municipal,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
7379,I00007380,Unidad Educativa Marina Cortés II,Popular Permanente,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
7380,I00007381,Unidad Educativa Wendy Carvajal II,Popular Permanente,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
7381,I00007382,Unidad Educativa Catalina Londoño V,Especial,Fiscal,Rural,Sierra,Presencial,Matutina,Inactivo
7382,I00007383,Unidad Educativa María Ríos V,Ordinaria,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
7383,I00007384,Unidad Educativa Vanessa Rojas II,Artistica,Municipal,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Activo
7384,I00007385,Unidad Educativa Judith Giraldo V,Artistica,Fiscal,Rural,Sierra,Virtual,Matutina,Activo
7385,I00007386,Unidad Educativa Dora Suárez I,Artistica,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7386,I00007387,Unidad Educativa Carmen Pinzón I,Popular Permanente,Fiscomisional,Rural,Costa,Virtual,Matutina,Activo
7387,I00007388,Unidad Educativa Clara Álvarez,Artistica,Particular,Urbano,Costa,Virtual,Matutina,Inactivo
7388,I00007389,Unidad Educativa Martha Castellanos I,Popular Permanente,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7389,I00007390,Unidad Educativa Francisco Jiménez II,Artistica,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7390,I00007391,Unidad Educativa Jerson Leal VI,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7391,I00007392,Unidad Educativa Carlos Ramírez IV,Especial,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7392,I00007393,Unidad Educativa Inés Sánchez V,Artistica,Particular,Rural,Sierra,Semipresencial,Matutina,Activo
7393,I00007394,Unidad Educativa Paola Hernández V,Especial,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Activo
7394,I00007395,Unidad Educativa Mario Sánchez,Artistica,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
7395,I00007396,Unidad Educativa Luis Daza III,Especial,Particular,Urbano,Costa,Presencial,Matutina,Activo
7396,I00007397,Unidad Educativa John Vallejo II,Ordinaria,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7397,I00007398,Unidad Educativa Gladys García V,Ordinaria,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
7398,I00007399,Unidad Educativa Jessica Cárdenas II,Ordinaria,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7399,I00007400,Unidad Educativa Rosario Hernández V,Artistica,Particular,Rural,Sierra,Virtual,Vespertina,Activo
7400,I00007401,Unidad Educativa Juan Gaviria I,Artistica,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7401,I00007402,Unidad Educativa Patricia Bermúdez III,Artistica,Particular,Rural,Sierra,Presencial,Matutina,Inactivo
7402,I00007403,Unidad Educativa Leonel Díaz,Ordinaria,Particular,Rural,Sierra,Semipresencial,Matutina,Activo
7403,I00007404,Unidad Educativa Luis Barragán V,Ordinaria,Particular,Urbano,Costa,Presencial,Vespertina,Activo
7404,I00007405,Unidad Educativa Sandra Ariza VI,Popular Permanente,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7405,I00007406,Unidad Educativa Yesid Quintero I,Artistica,Fiscomisional,Rural,Costa,Virtual,Matutina,Activo
7406,I00007407,Unidad Educativa Alfonso Camacho I,Artistica,Fiscal,Rural,Sierra,Semipresencial,Matutina,Inactivo
7407,I00007408,Unidad Educativa Andrés Rojas V,Especial,Municipal,Urbano,Sierra,Presencial,Matutina,Activo
7408,I00007409,Unidad Educativa Liliana Castro,Ordinaria,Municipal,Rural,Sierra,Presencial,Matutina,Inactivo
7409,I00007410,Unidad Educativa Martha Cáceres VI,Especial,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Activo
7410,I00007411,Unidad Educativa Enrique Lozano II,Especial,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Activo
7411,I00007412,Unidad Educativa Yurani Rivas II,Especial,Particular,Urbano,Sierra,Presencial,Vespertina,Inactivo
7412,I00007413,Unidad Educativa Nohora Montoya I,Artistica,Municipal,Urbano,Costa,Presencial,Matutina,Activo
7413,I00007414,Unidad Educativa Orlando Sarmiento IV,Popular Permanente,Municipal,Rural,Costa,Presencial,Vespertina,Activo
7414,I00007415,Unidad Educativa Hernán Ávila III,Popular Permanente,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
7415,I00007416,Unidad Educativa Tatiana Navarro III,Ordinaria,Particular,Urbano,Costa,Presencial,Vespertina,Activo
7416,I00007417,Unidad Educativa Javier Contreras I,Ordinaria,Particular,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Activo
7417,I00007418,Unidad Educativa Beatriz Ordóñez V,Artistica,Fiscal,Rural,Costa,Semipresencial,Matutina,Activo
7418,I00007419,Unidad Educativa María Vanegas II,Artistica,Fiscal,Rural,Costa,Presencial y SemiPresencial,Vespertina,Activo
7419,I00007420,Unidad Educativa Cristian Campo I,Ordinaria,Fiscomisional,Rural,Costa,Virtual,Matutina,Inactivo
7420,I00007421,Unidad Educativa Deyanira Benítez III,Ordinaria,Fiscomisional,Urbano,Sierra,Semipresencial,Vespertina,Inactivo
7421,I00007422,Unidad Educativa Claudia Ceballos V,Ordinaria,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7422,I00007423,Unidad Educativa María Maldonado VI,Popular Permanente,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7423,I00007424,Unidad Educativa Jhon Arias IV,Popular Permanente,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
7424,I00007425,Unidad Educativa María Ballesteros II,Especial,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Activo
7425,I00007426,Unidad Educativa Ricardo Velásquez IV,Artistica,Fiscal,Rural,Costa,Virtual,Matutina,Inactivo
7426,I00007427,Unidad Educativa Gladys Navarro,Artistica,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
7427,I00007428,Unidad Educativa Amparo Gómez IV,Especial,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7428,I00007429,Unidad Educativa Yenny Bastidas VI,Ordinaria,Particular,Urbano,Costa,Semipresencial,Vespertina,Inactivo
7429,I00007430,Unidad Educativa Nubia Patiño,Especial,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
7430,I00007431,Unidad Educativa Andrea Morales V,Popular Permanente,Municipal,Rural,Sierra,Semipresencial,Vespertina,Activo
7431,I00007432,Unidad Educativa Olga Ortega,Artistica,Municipal,Urbano,Costa,Virtual,Vespertina,Inactivo
7432,I00007433,Unidad Educativa María Pérez IV,Ordinaria,Particular,Rural,Sierra,Virtual,Matutina,Inactivo
7433,I00007434,Unidad Educativa María Santos II,Popular Permanente,Particular,Rural,Sierra,Semipresencial,Vespertina,Inactivo
7434,I00007435,Unidad Educativa Luz Ramírez V,Popular Permanente,Municipal,Rural,Sierra,Virtual,Matutina,Inactivo
7435,I00007436,Unidad Educativa Darío Martínez II,Popular Permanente,Municipal,Urbano,Sierra,Virtual,Vespertina,Inactivo
7436,I00007437,Unidad Educativa Dora Sánchez II,Especial,Fiscomisional,Urbano,Costa,Presencial,Matutina,Activo
7437,I00007438,Unidad Educativa Angélica López II,Especial,Municipal,Rural,Sierra,Presencial,Vespertina,Inactivo
7438,I00007439,Unidad Educativa Javier Londoño III,Especial,Municipal,Rural,Costa,Presencial y SemiPresencial,Vespertina,Activo
7439,I00007440,Unidad Educativa Isabel Fernández V,Artistica,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7440,I00007441,Unidad Educativa Claudia Alvarado III,Popular Permanente,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7441,I00007442,Unidad Educativa Yuri Jaramillo I,Artistica,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Activo
7442,I00007443,Unidad Educativa Wilfrido Giraldo V,Popular Permanente,Particular,Rural,Costa,Virtual,Matutina,Activo
7443,I00007444,Unidad Educativa Luis Daza II,Ordinaria,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Inactivo
7444,I00007445,Unidad Educativa Constanza Londoño,Especial,Particular,Rural,Costa,Virtual,Vespertina,Activo
7445,I00007446,Unidad Educativa Adriana Martínez I,Artistica,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7446,I00007447,Unidad Educativa Esteban Torres II,Popular Permanente,Fiscal,Urbano,Costa,Virtual,Vespertina,Activo
7447,I00007448,Unidad Educativa Alfredo Vega,Especial,Municipal,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Activo
7448,I00007449,Unidad Educativa Manuel Fonseca I,Especial,Particular,Rural,Costa,Semipresencial,Vespertina,Activo
7449,I00007450,Unidad Educativa Milena Ariza V,Artistica,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Inactivo
7450,I00007451,Unidad Educativa Johana García,Popular Permanente,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7451,I00007452,Unidad Educativa Alba Gamboa IV,Artistica,Fiscomisional,Rural,Costa,Virtual,Vespertina,Inactivo
7452,I00007453,Unidad Educativa Eugenia Ortiz III,Artistica,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7453,I00007454,Unidad Educativa Sandra Hurtado IV,Especial,Municipal,Urbano,Sierra,Presencial,Matutina,Activo
7454,I00007455,Unidad Educativa José Garzón VI,Especial,Municipal,Rural,Sierra,Semipresencial,Matutina,Inactivo
7455,I00007456,Unidad Educativa Claudia Escobar IV,Artistica,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Inactivo
7456,I00007457,Unidad Educativa Daniel Hernández VI,Especial,Fiscal,Rural,Sierra,Presencial,Vespertina,Activo
7457,I00007458,Unidad Educativa Camilo Orozco III,Ordinaria,Municipal,Urbano,Costa,Semipresencial,Matutina,Activo
7458,I00007459,Unidad Educativa Alba Melo I,Ordinaria,Particular,Rural,Sierra,Presencial,Vespertina,Inactivo
7459,I00007460,Unidad Educativa Tatiana Villamizar IV,Especial,Fiscal,Urbano,Costa,Semipresencial,Matutina,Activo
7460,I00007461,Unidad Educativa Judith Peña V,Ordinaria,Municipal,Rural,Sierra,Virtual,Matutina,Activo
7461,I00007462,Unidad Educativa Hernán Aguirre III,Artistica,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7462,I00007463,Unidad Educativa Mario Villegas II,Ordinaria,Fiscomisional,Rural,Costa,Presencial,Matutina,Inactivo
7463,I00007464,Unidad Educativa Dayana Valderrama I,Ordinaria,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
7464,I00007465,Unidad Educativa Yasmín Vergara II,Especial,Municipal,Rural,Sierra,Virtual,Matutina,Activo
7465,I00007466,Unidad Educativa Stiven Álvarez IV,Artistica,Particular,Urbano,Sierra,Semipresencial,Matutina,Inactivo
7466,I00007467,Unidad Educativa Carlos Mejía I,Artistica,Fiscal,Rural,Sierra,Virtual,Matutina,Inactivo
7467,I00007468,Unidad Educativa Alejandro Guerra,Popular Permanente,Fiscomisional,Rural,Costa,Virtual,Vespertina,Inactivo
7468,I00007469,Unidad Educativa Diana Contreras,Artistica,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7469,I00007470,Unidad Educativa Clemencia Salazar I,Ordinaria,Particular,Urbano,Costa,Presencial,Matutina,Activo
7470,I00007471,Unidad Educativa María Ramírez,Popular Permanente,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
7471,I00007472,Unidad Educativa Milena Núñez VI,Ordinaria,Particular,Urbano,Sierra,Virtual,Matutina,Activo
7472,I00007473,Unidad Educativa Eva Alarcón VI,Especial,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7473,I00007474,Unidad Educativa Alicia Guerra,Artistica,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
7474,I00007475,Unidad Educativa Liceth López IV,Artistica,Municipal,Urbano,Costa,Virtual,Matutina,Activo
7475,I00007476,Unidad Educativa Martín Guerrero V,Ordinaria,Particular,Urbano,Sierra,Semipresencial,Matutina,Activo
7476,I00007477,Unidad Educativa Luz Rangel VI,Especial,Municipal,Urbano,Costa,Presencial,Matutina,Inactivo
7477,I00007478,Unidad Educativa Álvaro Guzmán III,Artistica,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7478,I00007479,Unidad Educativa Alejandro Ariza I,Especial,Municipal,Urbano,Costa,Presencial,Matutina,Inactivo
7479,I00007480,Unidad Educativa Patricia Hernández,Ordinaria,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
7480,I00007481,Unidad Educativa Orlando Castellanos I,Artistica,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
7481,I00007482,Unidad Educativa Nelson Rodríguez II,Artistica,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Inactivo
7482,I00007483,Unidad Educativa Dary González VI,Ordinaria,Fiscal,Rural,Costa,Semipresencial,Vespertina,Activo
7483,I00007484,Unidad Educativa Andrés Montoya VI,Ordinaria,Particular,Rural,Sierra,Presencial,Vespertina,Inactivo
7484,I00007485,Unidad Educativa Edilson Valencia V,Popular Permanente,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Inactivo
7485,I00007486,Unidad Educativa Luz Muñoz VI,Artistica,Fiscal,Rural,Sierra,Virtual,Matutina,Inactivo
7486,I00007487,Unidad Educativa Elizabeth Núñez I,Popular Permanente,Fiscal,Rural,Sierra,Virtual,Matutina,Inactivo
7487,I00007488,Unidad Educativa Alex Perea IV,Especial,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
7488,I00007489,Unidad Educativa Alexander León V,Especial,Fiscal,Rural,Sierra,Semipresencial,Matutina,Activo
7489,I00007490,Unidad Educativa Jairo Moreno,Especial,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Inactivo
7490,I00007491,Unidad Educativa Javier Granados III,Especial,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7491,I00007492,Unidad Educativa Leidy Silva IV,Artistica,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
7492,I00007493,Unidad Educativa William Navarro IV,Ordinaria,Fiscal,Rural,Sierra,Semipresencial,Matutina,Inactivo
7493,I00007494,Unidad Educativa Alfonso Perdomo III,Ordinaria,Particular,Rural,Costa,Presencial,Matutina,Inactivo
7494,I00007495,Unidad Educativa Sandra Díaz VI,Popular Permanente,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7495,I00007496,Unidad Educativa Leandro Salamanca V,Especial,Particular,Rural,Sierra,Semipresencial,Vespertina,Activo
7496,I00007497,Unidad Educativa Javier Jiménez I,Ordinaria,Particular,Rural,Sierra,Virtual,Matutina,Inactivo
7497,I00007498,Unidad Educativa Alejandra Padilla III,Popular Permanente,Municipal,Urbano,Costa,Virtual,Matutina,Inactivo
7498,I00007499,Unidad Educativa Angélica Patiño IV,Especial,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7499,I00007500,Unidad Educativa Lucía Patiño III,Popular Permanente,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Activo
7500,I00007501,Unidad Educativa María Cárdenas I,Especial,Fiscal,Rural,Sierra,Presencial,Matutina,Inactivo
7501,I00007502,Unidad Educativa Lucía Pérez,Ordinaria,Municipal,Urbano,Sierra,Presencial,Vespertina,Inactivo
7502,I00007503,Unidad Educativa Bladimir López IV,Especial,Fiscomisional,Rural,Costa,Virtual,Matutina,Activo
7503,I00007504,Unidad Educativa Marina Carvajal II,Popular Permanente,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7504,I00007505,Unidad Educativa María Oviedo IV,Especial,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Activo
7505,I00007506,Unidad Educativa Víctor Ochoa IV,Ordinaria,Municipal,Rural,Costa,Virtual,Matutina,Activo
7506,I00007507,Unidad Educativa Isabel Aguilar III,Ordinaria,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
7507,I00007508,Unidad Educativa Teresa López V,Ordinaria,Fiscomisional,Urbano,Costa,Presencial,Matutina,Activo
7508,I00007509,Unidad Educativa César Jaramillo VI,Artistica,Fiscal,Urbano,Costa,Presencial,Matutina,Inactivo
7509,I00007510,Unidad Educativa Herney Flórez III,Ordinaria,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Inactivo
7510,I00007511,Unidad Educativa Santiago Méndez III,Ordinaria,Particular,Urbano,Costa,Presencial,Matutina,Inactivo
7511,I00007512,Unidad Educativa Gloria Carvajal V,Artistica,Fiscal,Rural,Costa,Semipresencial,Matutina,Activo
7512,I00007513,Unidad Educativa Claudia Bermúdez IV,Ordinaria,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Activo
7513,I00007514,Unidad Educativa Jenny Camacho IV,Artistica,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Inactivo
7514,I00007515,Unidad Educativa César Estrada V,Ordinaria,Fiscomisional,Rural,Costa,Virtual,Vespertina,Activo
7515,I00007516,Unidad Educativa Edgar Vega I,Popular Permanente,Fiscomisional,Rural,Costa,Presencial,Matutina,Activo
7516,I00007517,Unidad Educativa Rosa Rodríguez IV,Especial,Fiscal,Rural,Sierra,Semipresencial,Matutina,Activo
